"","latitude","longitude","depth","mb","name","source","Country","datetime","max_yield","medium","confirmation","salvo"
"1551",49.8091,78.0929,0,5.5,"-","BOCHAROV","Russia","7/19/1964 6:00:01 AM",150,"Underground","confirmed",0
"1552",49.8206,78.0819,0,NA,"-","KRR","Russia","8/18/1964 6:00:00 AM",20,"Underground","confirmed",0
"1553",73.667,54.533,0,4.19,"-","AWE-JED","Russia","9/18/1964 8:00:00 AM",20,"Underground","confirmed",0
"1554",50,78,0,NA,"-","RFAE","Russia","9/30/1964 12:00:00 AM",20,"Underground","confirmed",0
"1555",73.387,54.985,0,5.1,"-","RICHARDS","Russia","10/25/1964 7:59:58 AM",20,"Underground","confirmed",0
"1556",49.8087,78.1334,0,6,"-","BOCHAROV","Russia","11/16/1964 6:00:00 AM",150,"Underground","confirmed",0
"1557",49.935,79.0094,0,6.3,"PNE:Chagan 1004","BOCHAROV","Russia","1/15/1965 6:00:01 AM",140,"Underground","confirmed",0
"1558",49.7731,77.9914,0,NA,"-","KRR","Russia","2/4/1965 6:00:00 AM",20,"Underground","confirmed",0
"1559",49.8247,78.0527,0,5.6,"-","BOCHAROV","Russia","3/3/1965 6:14:59 AM",20,"Underground","confirmed",0
"1560",49.7747,77.9881,0,NA,"-","KRR","Russia","3/27/1965 6:30:00 AM",20,"Underground","confirmed",0
"1561",52.9,56.5,1.38,NA,"PNE:Butane 1-1","SULTANOV","Russia","3/30/1965 8:00:00 AM",4.6,"Air","confirmed",1
"1562",49.7702,77.9943,0,5.2,"-","BOCHAROV","Russia","5/11/1965 6:40:00 AM",20,"Underground","confirmed",0
"1563",52.9,56.5,1.35,NA,"PNE:Butane 1-2","SULTANOV","Russia","6/10/1965 7:00:00 AM",7.6,"Underground","confirmed",0
"1564",49.8284,78.0669,0,5.4,"-","BOCHAROV","Russia","6/17/1965 3:45:00 AM",20,"Underground","confirmed",0
"1565",49.7797,77.9981,0,4.5,"-","BOCHAROV","Russia","7/29/1965 3:05:00 AM",20,"Underground","confirmed",0
"1566",49.8116,78.1467,0,5.6,"-","BOCHAROV","Russia","9/17/1965 4:00:00 AM",20,"Underground","confirmed",0
"1567",49.8259,78.1114,0,5.7,"-","BOCHAROV","Russia","10/8/1965 6:00:00 AM",20,"Underground","confirmed",0
"1568",49.9906,77.6357,0,NA,"PNE:Sary-Uzen 1003","BOCHAROV","Russia","10/14/1965 4:00:00 AM",1.1,"Underground","confirmed",0
"1569",49.8192,78.0636,0,5.8,"-","BOCHAROV","Russia","11/21/1965 4:58:00 AM",29,"Underground","confirmed",0
"1570",49.8045,78.1067,0,5.2,"-","BOCHAROV","Russia","12/24/1965 5:00:00 AM",20,"Underground","confirmed",0
"1571",49.8089,78.121,0,6.2,"-","BOCHAROV","Russia","2/13/1966 4:58:00 AM",125,"Underground","confirmed",0
"1572",49.7616,78.0239,0,6.2,"-","BOCHAROV","Russia","3/20/1966 5:50:00 AM",100,"Underground","confirmed",0
"1573",49.8097,78.1,0,5.4,"-","BOCHAROV","Russia","4/21/1966 3:58:00 AM",20,"Underground","confirmed",0
"1574",47.829,47.935,0.16,4.7,"PNE:Azgir A-1","SULTANOV","Russia","4/22/1966 2:58:00 AM",1.1,"Underground","confirmed",0
"1575",49.7429,78.105,0,4.8,"-","BOCHAROV","Russia","5/7/1966 3:58:00 AM",4,"Underground","confirmed",0
"1576",49.8344,78.0734,0,5.6,"-","BOCHAROV","Russia","6/29/1966 6:58:00 AM",150,"Underground","confirmed",0
"1577",49.7367,78.097,0,5.4,"-","BOCHAROV","Russia","7/21/1966 3:58:00 AM",150,"Underground","confirmed",0
"1578",49.7643,78.0424,0,5.5,"-","BOCHAROV","Russia","8/5/1966 3:58:00 AM",20,"Underground","confirmed",0
"1579",49.8271,78.1088,0,5.1,"-","BOCHAROV","Russia","8/19/1966 3:53:00 AM",20,"Underground","confirmed",0
"1580",49.8288,78.0638,0,4.8,"-","BOCHAROV","Russia","9/7/1966 3:52:00 AM",20,"Underground","confirmed",0
"1581",38.968,64.517,1.53,5.1,"PNE:Urtabulak","SULTANOV","Russia","9/30/1966 5:59:51 AM",30,"Underground","confirmed",0
"1582",49.7471,78.0205,0,5.7,"-","BOCHAROV","Russia","10/19/1966 3:58:00 AM",150,"Underground","confirmed",0
"1583",73,55,0,NA,"-","RFAE","Russia","10/27/1966 12:00:00 AM",1500,"Underground","confirmed",0
"1584",73.387,54.836,0,6.49,"-","RICHARDS","Russia","10/27/1966 5:57:58 AM",1500,"Underground","confirmed",0
"1585",49.7847,77.9994,0,NA,"-","KRR","Russia","10/29/1966 3:58:00 AM",20,"Underground","confirmed",0
"1586",49.8297,78.0575,0,NA,"-","KRR","Russia","11/19/1966 3:58:00 AM",20,"Underground","confirmed",0
"1587",49.7469,78.0334,0,4.8,"-","BOCHAROV","Russia","12/3/1966 5:02:00 AM",40,"Air","confirmed",1
"1588",49.9246,77.7472,0,5.9,"-","BOCHAROV","Russia","12/18/1966 4:58:00 AM",150,"Underground","confirmed",0
"1589",49.7674,77.9914,0,4.8,"-","BOCHAROV","Russia","1/30/1967 4:01:59 AM",40,"Air","confirmed",1
"1590",49.7457,78.0823,0,6,"-","BOCHAROV","Russia","2/26/1967 3:58:00 AM",150,"Underground","confirmed",0
"1591",49.7536,78.063,0,5.3,"-","BOCHAROV","Russia","3/25/1967 5:58:01 AM",40,"Air","confirmed",1
"1592",49.7416,78.1054,0,5.7,"-","BOCHAROV","Russia","4/20/1967 4:08:00 AM",150,"Underground","confirmed",0
"1593",49.7564,78.0169,0,5.5,"-","BOCHAROV","Russia","5/28/1967 4:08:00 AM",40,"Air","confirmed",1
"1594",49.8167,78.049,0,5.3,"-","BOCHAROV","Russia","6/29/1967 2:57:00 AM",20,"Underground","confirmed",0
"1595",49.8359,78.1182,0,5.4,"-","BOCHAROV","Russia","7/15/1967 3:27:00 AM",20,"Underground","confirmed",0
"1596",49.7603,78.0555,0,5.3,"-","BOCHAROV","Russia","8/4/1967 6:58:00 AM",40,"Air","confirmed",1
"1597",49.7419,78.0256,0,NA,"-","KRR","Russia","9/2/1967 4:04:00 AM",20,"Underground","confirmed",0
"1598",49.9372,77.7281,0,5.3,"-","BOCHAROV","Russia","9/16/1967 4:04:00 AM",20,"Underground","confirmed",0
"1599",49.9596,77.6911,0,5.3,"-","BOCHAROV","Russia","9/22/1967 5:03:59 AM",10,"Underground","confirmed",0
"1600",57.7,65.2,0.17,4.7,"PNE:Tawda","SULTANOV","Russia","10/6/1967 6:59:57 AM",0.3,"Underground","confirmed",0
"1601",49.7809,78.0038,0,5.7,"-","BOCHAROV","Russia","10/17/1967 5:04:00 AM",40,"Air","confirmed",1
"1602",73.39,54.81,0,5.98,"-","RICHARDS","Russia","10/21/1967 4:59:59 AM",1650,"Air","confirmed",1
"1603",49.7944,78.0079,0,5.5,"-","BOCHAROV","Russia","10/30/1967 6:04:00 AM",20,"Underground","confirmed",0
"1604",49.9419,77.6868,0,4.8,"-","BOCHAROV","Russia","11/22/1967 4:04:00 AM",20,"Underground","confirmed",0
"1605",49.8171,78.1638,0,5.4,"-","BOCHAROV","Russia","12/8/1967 6:04:00 AM",20,"Underground","confirmed",0
"1606",49.7544,78.0309,0,5.3,"-","BOCHAROV","Russia","1/7/1968 3:47:00 AM",20,"Underground","confirmed",0
"1607",49.8452,78.1032,0,5,"-","BOCHAROV","Russia","4/24/1968 10:36:00 AM",20,"Underground","confirmed",0
"1608",38.918,65.032,2.44,5.4,"PNE:Pamuk","SULTANOV","Russia","5/21/1968 3:59:12 AM",47,"Underground","confirmed",0
"1609",50,78,0,NA,"-","RFAE","Russia","5/23/1968 12:00:00 AM",0.001,"Underground","confirmed",0
"1610",49.793,78.1451,0,5.3,"-","BOCHAROV","Russia","6/11/1968 3:06:00 AM",20,"Underground","confirmed",0
"1611",49.9803,78.9855,0,5.5,"-","BOCHAROV","Russia","6/19/1968 5:06:00 AM",20,"Underground","confirmed",0
"1612",47.909,47.912,0.6,5.5,"PNE:Azgir A-2-1","SULTANOV","Russia","7/1/1968 4:02:01 AM",27,"Underground","confirmed",0
"1613",49.7547,78.0899,0,5.4,"-","BOCHAROV","Russia","7/12/1968 12:08:00 PM",40,"Air","confirmed",1
"1614",49.8226,78.0745,0,4.8,"-","BOCHAROV","Russia","8/20/1968 4:06:00 AM",20,"Air","confirmed",1
"1615",49.7416,78.0756,0,5.5,"-","BOCHAROV","Russia","9/5/1968 4:06:00 AM",20,"Underground","confirmed",0
"1616",49.812,78.1219,0,5.8,"-","BOCHAROV","Russia","9/29/1968 3:43:00 AM",60,"Underground","confirmed",0
"1617",49.7279,78.4863,0,NA,"PNE:Telkem 1","BOCHAROV","Russia","10/21/1968 3:52:02 AM",0.24,"Underground","confirmed",0
"1618",49.8333,78.0928,0,NA,"-","KRR","Russia","10/29/1968 3:54:00 AM",20,"Underground","confirmed",0
"1619",73.387,54.858,0,6.13,"-","RICHARDS","Russia","11/7/1968 10:02:06 AM",3000,"Air","confirmed",1
"1620",49.8005,78.1391,0,4.9,"-","BOCHAROV","Russia","11/9/1968 2:54:00 AM",20,"Underground","confirmed",0
"1621",49.7124,78.4613,0,NA,"PNE:Telkem 2","BOCHAROV","Russia","11/12/1968 7:30:00 AM",0.72,"Air","confirmed",1
"1622",49.7459,78.092,0,5.2,"-","BOCHAROV","Russia","12/18/1968 5:02:00 AM",20,"Underground","confirmed",0
"1623",49.8215,78.0627,0,5.6,"-","BOCHAROV","Russia","3/7/1969 8:27:00 AM",150,"Underground","confirmed",0
"1624",49.7533,78.0536,0,NA,"-","KRR","Russia","4/4/1969 4:57:00 AM",20,"Underground","confirmed",0
"1625",49.7356,78.1047,0,NA,"-","KRR","Russia","4/13/1969 4:04:00 AM",20,"Underground","confirmed",0
"1626",49.7594,78.0758,0,5.3,"-","BOCHAROV","Russia","5/16/1969 4:03:00 AM",20,"Underground","confirmed",0
"1627",49.9503,77.6942,0,5.4,"-","BOCHAROV","Russia","5/31/1969 5:01:59 AM",20,"Underground","confirmed",0
"1628",49.746,78.1113,0,5.3,"-","BOCHAROV","Russia","7/4/1969 2:47:00 AM",40,"Air","confirmed",1
"1629",49.8156,78.1296,0,5.5,"-","BOCHAROV","Russia","7/23/1969 2:47:00 AM",16,"Underground","confirmed",0
"1630",57.22,55.393,1.21,4.8,"PNE:Grifon-1","SULTANOV","Russia","9/2/1969 4:59:59 AM",7.6,"Underground","confirmed",0
"1631",57.22,55.417,1.21,4.8,"PNE:Grifon-2","SULTANOV","Russia","9/8/1969 4:59:59 AM",7.6,"Underground","confirmed",0
"1632",49.7763,77.9967,0,5,"-","BOCHAROV","Russia","9/11/1969 4:02:00 AM",40,"Air","confirmed",1
"1633",45.848,42.6,0.71,5.6,"PNE:Stavropol","SULTANOV","Russia","9/26/1969 6:59:58 AM",10,"Underground","confirmed",0
"1634",49.7825,78.0983,0,5.3,"-","BOCHAROV","Russia","10/1/1969 4:03:00 AM",40,"Air","confirmed",1
"1635",73.39,54.787,0,6.3,"-","RICHARDS","Russia","10/14/1969 7:00:07 AM",3150,"Air","confirmed",1
"1636",50,78,0,NA,"-","RFAE","Russia","10/30/1969 12:00:00 AM",20,"Underground","confirmed",0
"1637",49.8367,78.0597,0,NA,"-","KRR","Russia","11/27/1969 5:02:00 AM",20,"Underground","confirmed",0
"1638",49.9243,78.9558,0,6,"-","BOCHAROV","Russia","11/30/1969 3:33:00 AM",125,"Underground","confirmed",0
"1639",43.867,54.8,0.41,5.8,"PNE:Mangyshlak-1","SULTANOV","Russia","12/6/1969 7:03:00 AM",30,"Underground","confirmed",0
"1640",49.9373,77.7142,0,5.7,"-","BOCHAROV","Russia","12/28/1969 3:47:00 AM",40,"Underground","confirmed",0
"1641",49.7337,78.1023,0,5.1,"-","BOCHAROV","Russia","12/29/1969 4:02:00 AM",20,"Underground","confirmed",0
"1642",49.7956,78.1239,0,5.6,"-","BOCHAROV","Russia","1/29/1970 7:03:00 AM",60,"Air","confirmed",1
"1643",50,78,0,NA,"-","RFAE","Russia","2/18/1970 12:00:00 AM",0.001,"Underground","confirmed",0
"1644",49.7478,77.999,0,5.2,"-","BOCHAROV","Russia","3/27/1970 5:03:00 AM",20,"Underground","confirmed",0
"1645",49.7313,78.0986,0,NA,"-","BOCHAROV","Russia","5/27/1970 4:03:00 AM",20,"Underground","confirmed",0
"1646",52.2,55.7,0.7,4.9,"PNE:Magistral","SULTANOV","Russia","6/25/1970 4:59:55 AM",2.3,"Underground","confirmed",0
"1647",50,78,0,NA,"-","RFAE","Russia","6/28/1970 12:00:00 AM",40,"Air","confirmed",1
"1648",49.8015,78.1068,0,5.9,"-","BOCHAROV","Russia","6/28/1970 1:58:00 AM",150,"Underground","confirmed",0
"1649",49.9524,77.6729,0,5.4,"-","BOCHAROV","Russia","7/21/1970 3:03:00 AM",20,"Underground","confirmed",0
"1650",49.8097,78.1284,0,5.3,"-","BOCHAROV","Russia","7/24/1970 3:57:00 AM",20,"Underground","confirmed",0
"1651",50,78,0,NA,"-","RFAE","Russia","9/6/1970 12:00:00 AM",20,"Underground","confirmed",0
"1652",49.7598,78.0054,0,5.6,"-","BOCHAROV","Russia","9/6/1970 4:03:00 AM",20,"Underground","confirmed",0
"1653",73.304,55.027,0,6.79,"-","RICHARDS","Russia","10/14/1970 5:59:58 AM",4500,"Air","confirmed",1
"1654",49.9892,77.7624,0,5.4,"-","BOCHAROV","Russia","11/4/1970 6:03:00 AM",20,"Underground","confirmed",0
"1655",43.85,54.8,0.5,6,"PNE:Mangyshlak-2","SULTANOV","Russia","12/12/1970 7:01:00 AM",80,"Underground","confirmed",0
"1656",49.7456,78.0992,0,5.5,"-","BOCHAROV","Russia","12/17/1970 7:01:00 AM",150,"Underground","confirmed",0
"1657",44.025,54.933,0.47,6,"PNE:Mangyshlak-3","SULTANOV","Russia","12/23/1970 7:01:00 AM",75,"Underground","confirmed",0
"1658",49.8053,78.1686,0,NA,"-","KRR","Russia","1/29/1971 5:03:00 AM",20,"Underground","confirmed",0
"1659",50,78,0,NA,"-","RFAE","Russia","3/22/1971 12:00:00 AM",20,"Underground","confirmed",0
"1660",49.7985,78.109,0,5.8,"-","BOCHAROV","Russia","3/22/1971 4:33:00 AM",150,"Underground","confirmed",0
"1661",61.4,56.2,0.13,5.5,"PNE:Taiga","SULTANOV","Russia","3/23/1971 6:59:58 AM",45,"Air","confirmed",1
"1662",49.8322,78.0386,0,NA,"PNE","KRR","Russia","4/9/1971 2:33:00 AM",0.23,"Underground","confirmed",0
"1663",49.7685,78.0339,0,5.9,"-","BOCHAROV","Russia","4/25/1971 3:33:00 AM",90,"Underground","confirmed",0
"1664",49.8016,78.1388,0,5.2,"-","BOCHAROV","Russia","5/25/1971 4:03:00 AM",20,"Underground","confirmed",0
"1665",49.9754,77.6603,0,5.5,"-","BOCHAROV","Russia","6/6/1971 4:03:00 AM",16,"Underground","confirmed",0
"1666",49.969,77.6408,0,5.5,"-","BOCHAROV","Russia","6/19/1971 4:04:00 AM",20,"Underground","confirmed",0
"1667",49.946,78.9805,0,5.4,"-","BOCHAROV","Russia","6/30/1971 3:57:00 AM",20,"Underground","confirmed",0
"1668",67.283,63.467,0.54,4.7,"PNE:Globe-4","SULTANOV","Russia","7/2/1971 5:00:01 PM",2.3,"Underground","confirmed",0
"1669",64.167,55.267,0.47,5.2,"PNE:Globe-3","SULTANOV","Russia","7/10/1971 5:00:01 PM",2.3,"Underground","confirmed",0
"1670",57.508,42.643,0.61,4.5,"PNE:Globe-1","SULTANOV","Russia","9/19/1971 11:00:01 AM",2.3,"Underground","confirmed",0
"1671",73.393,54.92,0,6.67,"-","RICHARDS","Russia","9/27/1971 5:59:56 AM",6000,"Air","confirmed",1
"1672",61.358,48.092,0.6,4.6,"PNE:Globe-2","SULTANOV","Russia","10/4/1971 10:00:00 AM",2.3,"Underground","confirmed",0
"1673",49.9779,77.6414,0,5.4,"-","BOCHAROV","Russia","10/9/1971 6:03:00 AM",12,"Underground","confirmed",0
"1674",49.9738,77.5973,0,5.6,"-","BOCHAROV","Russia","10/21/1971 6:03:00 AM",23,"Underground","confirmed",0
"1675",51.6,54.45,1.14,5.2,"PNE:Sapphire-1","SULTANOV","Russia","10/22/1971 5:00:01 AM",15,"Underground","confirmed",0
"1676",49.7434,78.0785,0,5.5,"-","BOCHAROV","Russia","11/29/1971 6:03:00 AM",40,"Air","confirmed",1
"1677",49.8264,77.9973,0,4.9,"-","BOCHAROV","Russia","12/15/1971 7:54:00 AM",20,"Underground","confirmed",0
"1678",47.897,48.133,0.99,6,"PNE:Azgir A-3-1","SULTANOV","Russia","12/22/1971 6:59:59 AM",64,"Underground","confirmed",0
"1679",50,78,0,NA,"-","RFAE","Russia","12/30/1971 12:00:00 AM",150,"Underground","confirmed",0
"1680",49.76,78.0371,0,5.8,"-","BOCHAROV","Russia","12/30/1971 6:21:00 AM",20,"Underground","confirmed",0
"1681",50.0243,78.8781,0,5.5,"-","BOCHAROV","Russia","2/10/1972 5:03:00 AM",16,"Underground","confirmed",0
"1682",49.7453,78.1197,0,5.5,"-","BOCHAROV","Russia","3/10/1972 4:57:00 AM",40,"Air","confirmed",1
"1683",49.7331,78.0757,0,5.2,"-","BOCHAROV","Russia","3/28/1972 4:22:00 AM",40,"Air","confirmed",1
"1684",37.35,62.05,1.72,4.9,"PNE:Crater","SULTANOV","Russia","4/11/1972 6:00:02 AM",15,"Underground","confirmed",0
"1685",50,78,0,NA,"-","RFAE","Russia","4/20/1972 12:00:00 AM",0.001,"Underground","confirmed",0
"1686",50,78,0,NA,"-","RFAE","Russia","6/7/1972 12:00:00 AM",20,"Underground","confirmed",0
"1687",49.8268,78.1155,0,5.5,"-","BOCHAROV","Russia","6/7/1972 1:28:00 AM",20,"Underground","confirmed",0
"1688",49.7375,78.1101,0,4.4,"-","BOCHAROV","Russia","7/6/1972 1:03:00 AM",20,"Underground","confirmed",0
"1689",49.8,35.4,2.48,4.8,"PNE:Fakel","SULTANOV","Russia","7/9/1972 7:00:01 AM",3.8,"Underground","confirmed",0
"1690",73,55,0,NA,"-","RFAE","Russia","7/27/1972 12:00:00 AM",20,"Underground","confirmed",0
"1691",49.7655,78.0588,0,5.2,"-","BOCHAROV","Russia","8/16/1972 3:17:00 AM",8,"Underground","confirmed",0
"1692",49.4,48.142,0.49,5.7,"PNE:Region-3","SULTANOV","Russia","8/20/1972 3:00:00 AM",6.6,"Underground","confirmed",0
"1693",49.982,77.7166,0,5.5,"-","BOCHAROV","Russia","8/26/1972 3:47:00 AM",20,"Underground","confirmed",0
"1694",73.388,54.847,0,6.49,"-","RICHARDS","Russia","8/28/1972 5:59:57 AM",4650,"Air","confirmed",1
"1695",49.9594,77.6409,0,5.1,"-","BOCHAROV","Russia","9/2/1972 8:57:00 AM",2,"Underground","confirmed",0
"1696",67.75,33.1,0.13,4.6,"PNE:Dnepr-1","SULTANOV","Russia","9/4/1972 7:00:00 AM",2.1,"Underground","confirmed",0
"1697",52.118,52.068,0.49,5,"PNE:Region-1","SULTANOV","Russia","9/21/1972 9:00:00 AM",2.3,"Underground","confirmed",0
"1698",46.853,44.938,0.49,5.6,"PNE:Region-4","SULTANOV","Russia","10/3/1972 9:00:00 AM",6.6,"Underground","confirmed",0
"1699",49.927,78.8173,0,6.2,"-","BOCHAROV","Russia","11/2/1972 1:27:00 AM",165,"Underground","confirmed",0
"1700",51.99,51.867,0.68,4.5,"PNE:Region-2","SULTANOV","Russia","11/24/1972 9:00:00 AM",2.3,"Underground","confirmed",0
"1701",51.842,64.21,0.42,5.2,"PNE:Region-5","SULTANOV","Russia","11/24/1972 10:00:00 AM",6.6,"Underground","confirmed",0
"1702",49.8194,78.0582,0,5.7,"-","BOCHAROV","Russia","12/10/1972 4:27:00 AM",170,"Air","confirmed",1
"1703",50.027,78.9956,0,6,"-","BOCHAROV","Russia","12/10/1972 4:27:10 AM",140,"Underground","confirmed",0
"1704",49.7392,78.1063,0,NA,"-","BOCHAROV","Russia","12/28/1972 4:27:00 AM",20,"Underground","confirmed",0
"1705",49.816,78.116,0,5.6,"-","AWE-JED","Russia","2/16/1973 5:03:00 AM",150,"Underground","confirmed",0
"1706",49.984,77.614,0,5.4,"-","AWE-JED","Russia","4/19/1973 4:33:00 AM",20,"Underground","confirmed",0
"1707",49.792,78.042,0,5.4,"-","AWE-JED","Russia","7/10/1973 1:27:00 AM",40,"Air","confirmed",1
"1708",49.966,78.81,0,6.3,"-","AWE-JED","Russia","7/23/1973 1:23:00 AM",1500,"Underground","confirmed",0
"1709",42.775,67.408,0.6,5.3,"PNE:Meridian-3","SULTANOV","Russia","8/15/1973 2:00:00 AM",6.3,"Underground","confirmed",0
"1710",50.527,68.323,0.4,5.2,"PNE:Meridian-1","SULTANOV","Russia","8/28/1973 3:00:00 AM",6.3,"Underground","confirmed",0
"1711",73.314,55.056,0,6.97,"-","RICHARDS","Russia","9/12/1973 6:59:55 AM",14500,"Air","confirmed",1
"1712",45.758,67.825,0.62,5.1,"PNE:Meridian-2","SULTANOV","Russia","9/19/1973 3:00:00 AM",6.3,"Underground","confirmed",0
"1713",50,78,0,NA,"-","RFAE","Russia","9/20/1973 12:00:00 AM",0.001,"Underground","confirmed",0
"1714",70.731,53.836,0,5.89,"-","AWE-JED","Russia","9/27/1973 7:00:01 AM",150,"Underground","confirmed",0
"1715",51.65,54.55,1.15,5.2,"PNE:Sapphire-2","SULTANOV","Russia","9/30/1973 5:00:00 AM",10,"Underground","confirmed",0
"1716",49.753,78.122,0,5.3,"-","AWE-JED","Russia","10/26/1973 4:27:00 AM",20,"Underground","confirmed",0
"1717",53.65,55.4,2.03,4.8,"PNE:Kama-2","SULTANOV","Russia","10/26/1973 6:00:00 AM",10,"Underground","confirmed",0
"1718",70.78,54.035,0,6.98,"-","AWE-JED","Russia","10/27/1973 7:00:01 AM",10000,"Underground","confirmed",0
"1719",50.0716,78.9362,0,NA,"-","KRR","Russia","11/4/1973 3:57:00 AM",20,"Underground","confirmed",0
"1720",50.054,78.987,0,6,"-","AWE-JED","Russia","12/14/1973 7:47:00 AM",150,"Underground","confirmed",0
"1721",49.7394,78.0863,0,NA,"-","KRR","Russia","12/31/1973 4:03:00 AM",20,"Underground","confirmed",0
"1722",49.845,78.051,0,5.4,"-","AWE-JED","Russia","1/30/1974 4:57:05 AM",60,"Air","confirmed",1
"1723",50,78,0,NA,"-","RFAE","Russia","2/28/1974 12:00:00 AM",0.001,"Underground","confirmed",0
"1724",50.039,78.946,0,4.9,"-","AWE-JED","Russia","4/16/1974 5:53:00 AM",20,"Underground","confirmed",0
"1725",49.745,78.053,0,5.3,"-","AWE-JED","Russia","5/16/1974 3:03:00 AM",20,"Underground","confirmed",0
"1726",49.953,78.846,0,5.9,"-","AWE-JED","Russia","5/31/1974 3:27:00 AM",150,"Underground","confirmed",0
"1727",49.844,78.111,0,4.7,"-","AWE-JED","Russia","6/25/1974 3:57:00 AM",20,"Underground","confirmed",0
"1728",53.7,55.1,2.12,4.6,"PNE:Kama-1","SULTANOV","Russia","7/8/1974 6:00:00 AM",10,"Underground","confirmed",0
"1729",49.772,78.088,0,5.3,"-","AWE-JED","Russia","7/10/1974 2:57:00 AM",20,"Underground","confirmed",0
"1730",49.9375,78.9358,0,NA,"-","KRR","Russia","7/29/1974 3:28:00 AM",20,"Underground","confirmed",0
"1731",68.903,75.823,0.53,5.4,"PNE:Horizon-2","SULTANOV","Russia","8/14/1974 3:00:00 PM",7.6,"Underground","confirmed",0
"1732",73.397,54.905,0,6.58,"-","RICHARDS","Russia","8/29/1974 9:59:56 AM",4670,"Air","confirmed",1
"1733",67.085,62.625,0.58,5,"PNE:Horizon-1","SULTANOV","Russia","8/29/1974 3:00:00 PM",7.6,"Underground","confirmed",0
"1734",49.775,78.036,0,5.2,"-","AWE-JED","Russia","9/13/1974 3:03:00 AM",20,"Underground","confirmed",0
"1735",66.1,112.65,0.1,4.6,"PNE:Crystal","SULTANOV","Russia","10/2/1974 1:00:01 AM",1.7,"Underground","confirmed",0
"1736",49.985,78.896,0,5.5,"-","AWE-JED","Russia","10/16/1974 6:33:00 AM",20,"Underground","confirmed",0
"1737",70.81,53.91,0,6.81,"-","AWE-JED","Russia","11/2/1974 5:00:00 AM",10000,"Underground","confirmed",0
"1738",50,78,0,NA,"-","KRR","Russia","11/28/1974 5:57:00 AM",20,"Underground","confirmed",0
"1739",49.9,77.65,0.08,4.7,"PNE:Lazurite","SULTANOV","Russia","12/7/1974 5:59:59 AM",1.7,"Underground","confirmed",0
"1740",49.787,78.092,0,5,"-","AWE-JED","Russia","12/16/1974 6:23:00 AM",20,"Underground","confirmed",0
"1741",49.858,78.053,0,4.8,"PNE","AWE-JED","Russia","12/16/1974 6:41:00 AM",3.8,"Underground","confirmed",0
"1742",49.949,79.011,0,5.6,"-","AWE-JED","Russia","12/27/1974 5:46:59 AM",150,"Underground","confirmed",0
"1743",50,78,0,NA,"-","RFAE","Russia","2/20/1975 12:00:00 AM",60,"Air","confirmed",1
"1744",49.781,78.019,0,5.7,"-","AWE-JED","Russia","2/20/1975 5:33:00 AM",20,"Underground","confirmed",0
"1745",49.74,78.102,0,5.4,"-","AWE-JED","Russia","3/11/1975 5:43:00 AM",20,"Underground","confirmed",0
"1746",47.909,47.912,0.6,4.7,"PNE:Azgir A-2-2","SULTANOV","Russia","4/25/1975 5:00:00 AM",0.35,"Underground","confirmed",0
"1747",49.955,78.926,0,5.6,"-","AWE-JED","Russia","4/27/1975 5:37:00 AM",150,"Underground","confirmed",0
"1748",49.757,78.008,0,5.5,"-","AWE-JED","Russia","6/8/1975 3:27:00 AM",20,"Underground","confirmed",0
"1749",50.001,78.996,0,5,"-","AWE-JED","Russia","6/30/1975 3:27:00 AM",20,"Underground","confirmed",0
"1750",49.7914,78.0944,0,NA,"-","KRR","Russia","7/15/1975 2:57:00 AM",40,"Air","confirmed",1
"1751",49.808,78.12,0,5.2,"-","AWE-JED","Russia","8/7/1975 3:57:00 AM",40,"Air","confirmed",1
"1752",70.763,126.953,0.5,5.1,"PNE:Horizon-4","SULTANOV","Russia","8/12/1975 3:00:01 PM",7.6,"Underground","confirmed",0
"1753",73.334,54.682,0,6.55,"-","RICHARDS","Russia","8/23/1975 8:59:58 AM",6340,"Air","confirmed",1
"1754",69.578,90.337,0.83,4.8,"PNE:Horizon-3","SULTANOV","Russia","9/29/1975 11:00:00 AM",7.6,"Underground","confirmed",0
"1755",49.7831,78.0867,0,NA,"-","KRR","Russia","10/5/1975 4:27:00 AM",20,"Underground","confirmed",0
"1756",73,55,0,NA,"-","RFAE","Russia","10/18/1975 12:00:00 AM",3000,"Air","confirmed",1
"1757",70.816,53.753,0,6.75,"-","AWE-JED","Russia","10/18/1975 8:59:59 AM",1500,"Underground","confirmed",0
"1758",73.307,55.01,0,6.6,"-","RICHARDS","Russia","10/21/1975 11:59:58 AM",6150,"Air","confirmed",1
"1759",49.955,78.877,0,5.8,"-","AWE-JED","Russia","10/29/1975 4:47:00 AM",150,"Underground","confirmed",0
"1760",49.806,78.121,0,5.1,"-","AWE-JED","Russia","12/13/1975 4:57:00 AM",20,"Underground","confirmed",0
"1761",50.051,78.813,0,5.8,"-","AWE-JED","Russia","12/25/1975 5:17:00 AM",150,"Underground","confirmed",0
"1762",49.817,78.161,0,5.2,"-","AWE-JED","Russia","1/15/1976 4:47:00 AM",20,"Underground","confirmed",0
"1763",49.7556,78.0992,0,NA,"-","KRR","Russia","3/17/1976 2:57:00 AM",20,"Underground","confirmed",0
"1764",47.897,48.133,0.99,4.3,"PNE:Azgir A-3-2","SULTANOV","Russia","3/29/1976 7:00:00 AM",10,"Underground","confirmed",0
